# ./go_flow.d -p 16727
CPU    PID  DELTA(us)          PACKAGE FUNCTION
  9  40148         13              fmt         -> .(*cache).get
  9  40148         13             sync           -> .(*Mutex).Lock
  9  40148         16      sync/atomic             -> .CompareAndSwapInt32
  9  40148         18      sync/atomic             <- .CompareAndSwapInt32
  9  40148         19      sync/atomic             -> .CompareAndSwapUint32
  9  40148         19      sync/atomic             <- .CompareAndSwapUint32
  9  40148         17             sync           <- .(*Mutex).Lock
  9  40148         14             sync           -> .(*Mutex).Unlock
  9  40148         15      sync/atomic             -> .AddInt32
  9  40148         14      sync/atomic             <- .AddInt32
  9  40148         15      sync/atomic             -> .AddUint32
  9  40148         15      sync/atomic             <- .AddUint32
  9  40148         15             sync           <- .(*Mutex).Unlock
  9  40148         14              fmt         <- .(*cache).get
  9  40148         14          runtime         -> .assertE2T
  9  40148         22          runtime           -> .memcopy64
  9  40148         17          runtime           <- .memcopy64
  9  40148         21          runtime         <- .assertE2T
  9  40148         16              fmt         -> .(*fmt).init
  9  40148         14              fmt           -> .(*fmt).clearflags
  9  40148         15              fmt           <- .(*fmt).clearflags
  9  40148         14              fmt         <- .(*fmt).init
  9  40148         13              fmt       <- .newPrinter
  9  40148         13              fmt       -> .(*pp).doPrintf
  9  40148         14              fmt       <- .(*pp).doPrintf
  9  40148         14               os       -> .(*File).Write
  9  40148         13               os         -> .(*File).write
  9  40148         14          syscall           -> .Write
  9  40148         16          syscall             -> .write
  9  40148         21          syscall               -> .Syscall
  9  40148         24          runtime                 -> .cgocall
  9  40148         25          runtime                   -> .lockOSThread
  9  40148         39          runtime                   <- .lockOSThread
  9  40148         28          runtime                   -> .entersyscall
  9  40148         26          runtime                     -> .getcallerpc
  9  40148         26          runtime                     <- .getcallerpc
  9  40148         26          runtime                     -> .getcallersp
  9  40148         26          runtime                     <- .getcallersp
  9  40148         35          runtime                     -> .atomicload
  9  40148         26          runtime                     <- .atomicload
  9  40148         29          runtime                     -> .atomicstore
  9  40148         26          runtime                     <- .atomicstore
  9  40148         26          runtime                   <- .entersyscall
  9  40148         26          runtime                   -> .asmcgocall
  9  40148         36          runtime                     -> .asmsysvicall6
  9  40148         35          runtime                     <- .asmsysvicall6
  9  40148         27          runtime                   <- .asmcgocall
  9  40148         25          runtime                   -> .exitsyscall
  9  40148         28          runtime                     -> .cas
  9  40148         19          runtime                     <- .cas
  9  40148         27          runtime                   <- .exitsyscall
  9  40148         28          runtime                   -> .unlockOSThread
  9  40148         36          runtime                   <- .unlockOSThread
  9  40148         27          runtime                 <- .cgocall
  9  40148         20          syscall               <- .Syscall
  9  40148         23          syscall             <- .write
  9  40148         20          syscall           <- .Write
  9  40148         20               os         <- .(*File).write
  9  40148         21               os         -> .epipecheck
  9  40148         22      sync/atomic           -> .StoreInt32
  9  40148         23      sync/atomic           <- .StoreInt32
  9  40148         26      sync/atomic           -> .StoreUint32
  9  40148         25      sync/atomic           <- .StoreUint32
  9  40148         23               os         <- .epipecheck
  9  40148         20               os       <- .(*File).Write
